YEAR,STRATUM,AOU,SPECIES,POP
2000,46,1320,Mallard,479868.66
2000,46,1350,Gadwall,432002.56
2000,46,1370,American wigeon,28146.41
2000,46,1390,Green-winged teal,19347.27
2000,46,1400,Blue-winged teal,866245.76
2000,46,1420,Northern shoveler,187182.96
2000,46,1430,Northern pintail,88919.9
2000,46,1460,Redhead,78526.52
2000,46,1470,Canvasback,5504.4
2000,46,1499,Generic scaup,92062.85
2000,46,1500,Ring-necked duck,3619.57
2000,46,1519,Generic goldeneye,0
2000,46,1530,Bufflehead,262.85
2000,46,1670,Ruddy duck,66379.34
2000,46,1720,Canada goose,53059.06
2000,46,2210,American coot,341340.01
2000,46,9991,Pond,242361.86
2001,45,1320,Mallard,838797.07
2001,45,1350,Gadwall,429378.01
2001,45,1370,American wigeon,39215.78
2001,45,1390,Green-winged teal,19468.4
2001,45,1400,Blue-winged teal,995454.8
2001,45,1420,Northern shoveler,466768.66
2001,45,1430,Northern pintail,241364.2
2001,45,1460,Redhead,170372.37
2001,45,1470,Canvasback,62074.4
2001,45,1499,Generic scaup,57751.81
2001,45,1500,Ring-necked duck,3868.71
2001,45,1519,Generic goldeneye,0
2001,45,1530,Bufflehead,4159.15
2001,45,1670,Ruddy duck,124083.99
2001,45,1720,Canada goose,81696.47
2001,45,2210,American coot,197770.06
2001,45,9991,Pond,414928
2001,46,1320,Mallard,471018.17
2001,46,1350,Gadwall,246014.14
2001,46,1370,American wigeon,33960.26
2001,46,1390,Green-winged teal,5986.28
2001,46,1400,Blue-winged teal,603609.52
2001,46,1420,Northern shoveler,163928.57
2001,46,1430,Northern pintail,95080.49
2001,46,1460,Redhead,37492.19
2001,46,1470,Canvasback,3592.86
2001,46,1499,Generic scaup,65969.4
2001,46,1500,Ring-necked duck,6873.13
2001,46,1519,Generic goldeneye,0
2001,46,1530,Bufflehead,511.55
2001,46,1670,Ruddy duck,56392.21
2001,46,1720,Canada goose,73991.67
2001,46,2210,American coot,55926.62
2001,46,9991,Pond,222100.86
2002,45,1320,Mallard,665324.46
2002,45,1350,Gadwall,388907.13
2002,45,1370,American wigeon,58249.52
2002,45,1390,Green-winged teal,36225.56
2002,45,1400,Blue-winged teal,765996.77
2002,45,1420,Northern shoveler,225352.79
2002,45,1430,Northern pintail,132053.14
2002,45,1460,Redhead,87914.38
2002,45,1470,Canvasback,22018.98
2002,45,1499,Generic scaup,66879.94
2002,45,1500,Ring-necked duck,8410.94
2002,45,1519,Generic goldeneye,0
2002,45,1530,Bufflehead,1749.97
2002,45,1670,Ruddy duck,130402.68
2002,45,1720,Canada goose,56937.19
2002,45,2210,American coot,341529.21
2002,45,9991,Pond,373715.6
2002,46,1320,Mallard,416973.48
2002,46,1350,Gadwall,248060.97
2002,46,1370,American wigeon,19652.33
2002,46,1390,Green-winged teal,8911.12
2002,46,1400,Blue-winged teal,474173.18
2002,46,1420,Northern shoveler,106408.22
2002,46,1430,Northern pintail,65837.56
2002,46,1460,Redhead,50582.39
2002,46,1470,Canvasback,7737.78
2002,46,1499,Generic scaup,51352.4
2002,46,1500,Ring-necked duck,11236.85
2002,46,1519,Generic goldeneye,0
2002,46,1530,Bufflehead,645.71
2002,46,1670,Ruddy duck,50820.83
2002,46,1720,Canada goose,48145.53
2002,46,2210,American coot,66657.82
2002,46,9991,Pond,192462.91
2003,45,1320,Mallard,576655.6
2003,45,1350,Gadwall,353492.3
2003,45,1370,American wigeon,48633.2
2003,45,1390,Green-winged teal,8369.13
2003,45,1400,Blue-winged teal,750895.86
2003,45,1420,Northern shoveler,207070.52
2003,45,1430,Northern pintail,87416.5
2003,45,1460,Redhead,75339.6
2003,45,1470,Canvasback,16725.25
2003,45,1499,Generic scaup,70962.25
2003,45,1500,Ring-necked duck,1857.86
2003,45,1519,Generic goldeneye,0
2003,45,1530,Bufflehead,0
2003,45,1670,Ruddy duck,51092.73
2003,45,1720,Canada goose,90966.87
2003,45,2210,American coot,63148.79
2003,45,9991,Pond,499405.08
2003,46,1320,Mallard,322507.35
2003,46,1350,Gadwall,185165.9
2003,46,1370,American wigeon,14303.91
2003,46,1390,Green-winged teal,7384.55
2003,46,1400,Blue-winged teal,408808.88
2003,46,1420,Northern shoveler,67453.46
2003,46,1430,Northern pintail,15483.82
2003,46,1460,Redhead,13097.27
2003,46,1470,Canvasback,2810.97
2003,46,1499,Generic scaup,61309.43
2003,46,1500,Ring-necked duck,6401.04
2003,46,1519,Generic goldeneye,0
2003,46,1530,Bufflehead,264.95
2003,46,1670,Ruddy duck,20359.57
2003,46,1720,Canada goose,64768.34
2003,46,2210,American coot,5503.17
2003,46,9991,Pond,277124.59
2004,45,1320,Mallard,654950.84
2004,45,1350,Gadwall,491735.28
2004,45,1370,American wigeon,31559.54
2004,45,1390,Green-winged teal,50919.47
2004,45,1400,Blue-winged teal,638862.59
2004,45,1420,Northern shoveler,224357.13
2004,45,1430,Northern pintail,128983.33
2004,45,1460,Redhead,113001.4
2004,45,1470,Canvasback,34013.68
2004,45,1499,Generic scaup,82578.16
2004,45,1500,Ring-necked duck,0
2004,45,1519,Generic goldeneye,0
2004,45,1530,Bufflehead,0
2004,45,1670,Ruddy duck,130572.02
2004,45,1720,Canada goose,97385.68
2004,45,2210,American coot,454475.41
2004,45,9991,Pond,455388.09
2004,46,1320,Mallard,347195.3
2004,46,1350,Gadwall,282174.25
2004,46,1370,American wigeon,10414.22
2004,46,1390,Green-winged teal,24087.83
2004,46,1400,Blue-winged teal,328138.56
2004,46,1420,Northern shoveler,76854.48
2004,46,1430,Northern pintail,75561.59
2004,46,1460,Redhead,27851.28
2004,46,1470,Canvasback,3486.25
2004,46,1499,Generic scaup,138781.56
2004,46,1500,Ring-necked duck,1873.98
2004,46,1519,Generic goldeneye,0
2004,46,1530,Bufflehead,0
2004,46,1670,Ruddy duck,33797.27
2004,46,1720,Canada goose,67744.11
2004,46,2210,American coot,27777.42
2004,46,9991,Pond,163802.09
2005,45,1320,Mallard,586264.91
2005,45,1350,Gadwall,313333.29
2005,45,1370,American wigeon,30786.13
2005,45,1390,Green-winged teal,15520.53
2005,45,1400,Blue-winged teal,629165.02
2005,45,1420,Northern shoveler,278322.2
2005,45,1430,Northern pintail,120175.06
2005,45,1460,Redhead,78987.9
2005,45,1470,Canvasback,21042.57
2005,45,1499,Generic scaup,64058.38
2005,45,1500,Ring-necked duck,2827.97
2005,45,1519,Generic goldeneye,0
2005,45,1530,Bufflehead,0
2005,45,1670,Ruddy duck,102777.74
2005,45,1720,Canada goose,137489.15
2005,45,2210,American coot,69781.27
2005,45,9991,Pond,373190.54
2005,46,1320,Mallard,331111.99
2005,46,1350,Gadwall,163351.11
2005,46,1370,American wigeon,23088.64
2005,46,1390,Green-winged teal,11930.91
2005,46,1400,Blue-winged teal,255287.77
2005,46,1420,Northern shoveler,108188.46
2005,46,1430,Northern pintail,79439.32
2005,46,1460,Redhead,23219.4
2005,46,1470,Canvasback,5463.83
2005,46,1499,Generic scaup,38074.85
2005,46,1500,Ring-necked duck,3162.05
2005,46,1519,Generic goldeneye,0
2005,46,1530,Bufflehead,259.86
2005,46,1670,Ruddy duck,11637.15
2005,46,1720,Canada goose,86014.73
2005,46,2210,American coot,8166.97
2005,46,9991,Pond,174945.1
2006,45,1320,Mallard,637981.17
2006,45,1350,Gadwall,279031.64
2006,45,1370,American wigeon,29721.05
2006,45,1390,Green-winged teal,26603.56
2006,45,1400,Blue-winged teal,592617.37
2006,45,1420,Northern shoveler,195256.23
2006,45,1430,Northern pintail,118266.27
2006,45,1460,Redhead,71590.55
2006,45,1470,Canvasback,23025.83
2006,45,1499,Generic scaup,59420.05
2006,45,1500,Ring-necked duck,1023.68
2006,45,1519,Generic goldeneye,0
2006,45,1530,Bufflehead,0
2006,45,1670,Ruddy duck,66776.87
2006,45,1720,Canada goose,132375.02
2006,45,2210,American coot,48262.21
2006,45,9991,Pond,412520.69
2006,46,1320,Mallard,393173.48
2006,46,1350,Gadwall,159666.96
2006,46,1370,American wigeon,17002.5
2006,46,1390,Green-winged teal,28046.6
2006,46,1400,Blue-winged teal,336300.64
2006,46,1420,Northern shoveler,100086.9
2006,46,1430,Northern pintail,54717.36
2006,46,1460,Redhead,37687.94
2006,46,1470,Canvasback,3540.07
2006,46,1499,Generic scaup,56292.3
2006,46,1500,Ring-necked duck,314.77
2006,46,1519,Generic goldeneye,0
2006,46,1530,Bufflehead,1037.85
2006,46,1670,Ruddy duck,50049.28
2006,46,1720,Canada goose,79482.11
2006,46,2210,American coot,38508.91
2006,46,9991,Pond,225161.03
2007,45,1320,Mallard,697902.7502
2007,45,1350,Gadwall,525097.3441
2007,45,1370,American wigeon,33557.95571
2007,45,1390,Green-winged teal,15658.73795
2007,45,1400,Blue-winged teal,544971.4998
2007,45,1420,Northern shoveler,213478.7374
2007,45,1430,Northern pintail,147243.2396
2007,45,1460,Redhead,94234.19747
2007,45,1470,Canvasback,38316.55505
2007,45,1499,Generic scaup,108749.4427
2007,45,1500,Ring-necked duck,10005.12083
2007,45,1519,Generic goldeneye,743.7176391
2007,45,1530,Bufflehead,0
2007,45,1670,Ruddy duck,55312.07235
2007,45,1720,Canada goose,209098.476
2007,45,2210,American coot,81746.05303
2007,45,9991,Pond,336168.0407
2007,46,1320,Mallard,513192.9811
2007,46,1350,Gadwall,300891.9862
2007,46,1370,American wigeon,17133.43771
2007,46,1390,Green-winged teal,7226.038716
2007,46,1400,Blue-winged teal,484634.3542
2007,46,1420,Northern shoveler,170599.4232
2007,46,1430,Northern pintail,136921.5547
2007,46,1460,Redhead,80360.57514
2007,46,1470,Canvasback,7533.135434
2007,46,1499,Generic scaup,47931.20859
2007,46,1500,Ring-necked duck,3357.864504
2007,46,1519,Generic goldeneye,0
2007,46,1530,Bufflehead,262.1183706
2007,46,1670,Ruddy duck,51730.39357
2007,46,1720,Canada goose,107968.3655
2007,46,2210,American coot,81827.77688
2007,46,9991,Pond,248581.8835
2008,45,1320,Mallard,560381
2008,45,1350,Gadwall,373405
2008,45,1370,American wigeon,12245
2008,45,1390,Green-winged teal,8215
2008,45,1400,Blue-winged teal,421825
2008,45,1420,Northern shoveler,189251
2008,45,1430,Northern pintail,81358
2008,45,1460,Redhead,69200
2008,45,1470,Canvasback,14740
2008,45,1499,Generic scaup,43210
2008,45,1500,Ring-necked duck,1418
2008,45,1519,Generic goldeneye,729
2008,45,1530,Bufflehead,409
2008,45,1670,Ruddy duck,74347
2008,45,1720,Canada goose,147340
2008,45,2210,American coot,76726
2008,45,9991,Pond,185740
2008,46,1320,Mallard,331024
2008,46,1350,Gadwall,221408
2008,46,1370,American wigeon,16015
2008,46,1390,Green-winged teal,5056
2008,46,1400,Blue-winged teal,532684
2008,46,1420,Northern shoveler,160594
2008,46,1430,Northern pintail,52752
2008,46,1460,Redhead,65258
2008,46,1470,Canvasback,6237
2008,46,1499,Generic scaup,57891
2008,46,1500,Ring-necked duck,4191
2008,46,1519,Generic goldeneye,0
2008,46,1530,Bufflehead,1008
2008,46,1670,Ruddy duck,85799
2008,46,1720,Canada goose,73695
2008,46,2210,American coot,147878
2008,46,9991,Pond,138810
2009,45,1320,Mallard,984289
2009,45,1350,Gadwall,475710
2009,45,1370,American wigeon,59483
2009,45,1390,Green-winged teal,68839
2009,45,1400,Blue-winged teal,1437920
2009,45,1420,Northern shoveler,748801
2009,45,1430,Northern pintail,412540
2009,45,1460,Redhead,267051
2009,45,1470,Canvasback,63300
2009,45,1499,Generic scaup,161100
2009,45,1500,Ring-necked duck,11828
2009,45,1519,Generic goldeneye,727
2009,45,1530,Bufflehead,1234
2009,45,1670,Ruddy duck,122668
2009,45,1720,Canada goose,152030
2009,45,2210,American coot,364672
2009,45,9991,Pond,738039
2009,46,1320,Mallard,529954
2009,46,1350,Gadwall,251033
2009,46,1370,American wigeon,23216
2009,46,1390,Green-winged teal,17839
2009,46,1400,Blue-winged teal,921673
2009,46,1420,Northern shoveler,339557
2009,46,1430,Northern pintail,208582
2009,46,1460,Redhead,111198
2009,46,1470,Canvasback,9740
2009,46,1499,Generic scaup,67914
2009,46,1500,Ring-necked duck,7800
2009,46,1519,Generic goldeneye,0
2009,46,1530,Bufflehead,506
2009,46,1670,Ruddy duck,40615
2009,46,1720,Canada goose,99959
2009,46,2210,American coot,248232
2009,46,9991,Pond,360815
2010,45,1320,Mallard,852581
2010,45,1350,Gadwall,467342
2010,45,1370,American wigeon,84516
2010,45,1390,Green-winged teal,94082
2010,45,1400,Blue-winged teal,975639
2010,45,1420,Northern shoveler,550871
2010,45,1430,Northern pintail,346948
2010,45,1460,Redhead,202148
2010,45,1470,Canvasback,97831
2010,45,1499,Generic scaup,134324
2010,45,1500,Ring-necked duck,7205
2010,45,1519,Generic goldeneye,0
2010,45,1530,Bufflehead,3033
2010,45,1670,Ruddy duck,98083
2010,45,1720,Canada goose,187884
2010,45,2210,American coot,380561
2010,45,9991,Pond,865217
2010,46,1320,Mallard,535777
2010,46,1350,Gadwall,250859
2010,46,1370,American wigeon,30896
2010,46,1390,Green-winged teal,48021
2010,46,1400,Blue-winged teal,838601
2010,46,1420,Northern shoveler,338029
2010,46,1430,Northern pintail,279751
2010,46,1460,Redhead,128262
2010,46,1470,Canvasback,15612
2010,46,1499,Generic scaup,83534
2010,46,1500,Ring-necked duck,1817
2010,46,1519,Generic goldeneye,0
2010,46,1530,Bufflehead,1005
2010,46,1670,Ruddy duck,77361
2010,46,1720,Canada goose,104648
2010,46,2210,American coot,254451
2010,46,9991,Pond,442966
2011,45,1320,Mallard,1021357
2011,45,1350,Gadwall,512255
2011,45,1370,American wigeon,40327
2011,45,1390,Green-winged teal,36938
2011,45,1400,Blue-winged teal,1483995
2011,45,1420,Northern shoveler,567681
2011,45,1430,Northern pintail,673633
2011,45,1460,Redhead,347752
2011,45,1470,Canvasback,85967
2011,45,1499,Generic scaup,103273
2011,45,1500,Ring-necked duck,26046
2011,45,1519,Generic goldeneye,0
2011,45,1530,Bufflehead,3741
2011,45,1670,Ruddy duck,75970
2011,45,1720,Canada goose,199648
2011,45,2210,American coot,413427
2011,45,9991,Pond,871934
2011,46,1320,Mallard,464793
2011,46,1350,Gadwall,243412
2011,46,1370,American wigeon,12307
2011,46,1390,Green-winged teal,6763
2011,46,1400,Blue-winged teal,629594
2011,46,1420,Northern shoveler,175833
2011,46,1430,Northern pintail,253110
2011,46,1460,Redhead,134072
2011,46,1470,Canvasback,25621
2011,46,1499,Generic scaup,68634
2011,46,1500,Ring-necked duck,13030
2011,46,1519,Generic goldeneye,0
2011,46,1530,Bufflehead,8371
2011,46,1670,Ruddy duck,23399
2011,46,1720,Canada goose,139416
2011,46,2210,American coot,191735
2011,46,9991,Pond,462497
2012,45,1320,Mallard,912787
2012,45,1350,Gadwall,693355
2012,45,1370,American wigeon,40636
2012,45,1390,Green-winged teal,50166
2012,45,1400,Blue-winged teal,1739616
2012,45,1420,Northern shoveler,560209
2012,45,1430,Northern pintail,410153
2012,45,1460,Redhead,321852
2012,45,1470,Canvasback,58000
2012,45,1499,Generic scaup,146995
2012,45,1500,Ring-necked duck,11297
2012,45,1519,Generic goldeneye,685
2012,45,1530,Bufflehead,2479
2012,45,1670,Ruddy duck,71982
2012,45,1720,Canada goose,229239
2012,45,2210,American coot,753940
2012,45,9991,Pond,462720
2012,46,1320,Mallard,567730
2012,46,1350,Gadwall,311533
2012,46,1370,American wigeon,9139
2012,46,1390,Green-winged teal,2205
2012,46,1400,Blue-winged teal,939722
2012,46,1420,Northern shoveler,207861
2012,46,1430,Northern pintail,160107
2012,46,1460,Redhead,134422
2012,46,1470,Canvasback,10984
2012,46,1499,Generic scaup,84304
2012,46,1500,Ring-necked duck,9895
2012,46,1519,Generic goldeneye,0
2012,46,1530,Bufflehead,1526
2012,46,1670,Ruddy duck,26582
2012,46,1720,Canada goose,154165
2012,46,2210,American coot,297686
2012,46,9991,Pond,272433
2013,45,1320,Mallard,1005007
2013,45,1350,Gadwall,548413
2013,45,1370,American wigeon,71624
2013,45,1390,Green-winged teal,52449
2013,45,1400,Blue-winged teal,1054864
2013,45,1420,Northern shoveler,583182
2013,45,1430,Northern pintail,401160
2013,45,1460,Redhead,263011
2013,45,1470,Canvasback,95107
2013,45,1499,Generic scaup,114419
2013,45,1500,Ring-necked duck,27853
2013,45,1519,Generic goldeneye,0
2013,45,1530,Bufflehead,5330
2013,45,1670,Ruddy duck,44278
2013,45,1720,Canada goose,170321
2013,45,2210,American coot,344303
2013,45,9991,Pond,980660
2013,46,1320,Mallard,556683
2013,46,1350,Gadwall,246936
2013,46,1370,American wigeon,14003
2013,46,1390,Green-winged teal,8070
2013,46,1400,Blue-winged teal,633970
2013,46,1420,Northern shoveler,190736
2013,46,1430,Northern pintail,142137
2013,46,1460,Redhead,78376
2013,46,1470,Canvasback,11548
2013,46,1499,Generic scaup,82560
2013,46,1500,Ring-necked duck,14150
2013,46,1519,Generic goldeneye,0
2013,46,1530,Bufflehead,505
2013,46,1670,Ruddy duck,32909
2013,46,1720,Canada goose,144053
2013,46,2210,American coot,145180
2013,46,9991,Pond,414367
2014,45,1320,Mallard,830673
2014,45,1350,Gadwall,478503
2014,45,1370,American wigeon,74235
2014,45,1390,Green-winged teal,122654
2014,45,1400,Blue-winged teal,998688
2014,45,1420,Northern shoveler,595028
2014,45,1430,Northern pintail,383551
2014,45,1460,Redhead,166308
2014,45,1470,Canvasback,86060
2014,45,1499,Generic scaup,183432
2014,45,1500,Ring-necked duck,15949
2014,45,1519,Generic goldeneye,0
2014,45,1530,Bufflehead,6986
2014,45,1670,Ruddy duck,129812
2014,45,1720,Canada goose,175403
2014,45,2210,American coot,737315
2014,45,9991,Pond,671970
2014,46,1320,Mallard,367434
2014,46,1350,Gadwall,202207
2014,46,1370,American wigeon,13906
2014,46,1390,Green-winged teal,33773
2014,46,1400,Blue-winged teal,324166
2014,46,1420,Northern shoveler,204723
2014,46,1430,Northern pintail,117420
2014,46,1460,Redhead,52900
2014,46,1470,Canvasback,11831
2014,46,1499,Generic scaup,163544
2014,46,1500,Ring-necked duck,15858
2014,46,1519,Generic goldeneye,0
2014,46,1530,Bufflehead,3035
2014,46,1670,Ruddy duck,55552
2014,46,1720,Canada goose,93676
2014,46,2210,American coot,145117
2014,46,9991,Pond,394886
2015,45,1320,Mallard,740881
2015,45,1350,Gadwall,529283
2015,45,1370,American wigeon,105818
2015,45,1390,Green-winged teal,65819
2015,45,1400,Blue-winged teal,997095
2015,45,1420,Northern shoveler,272036
2015,45,1430,Northern pintail,237948
2015,45,1460,Redhead,126452
2015,45,1470,Canvasback,102239
2015,45,1499,Generic scaup,268769
2015,45,1500,Ring-necked duck,12833
2015,45,1519,Generic goldeneye,0
2015,45,1530,Bufflehead,2952
2015,45,1670,Ruddy duck,61918
2015,45,1720,Canada goose,164440
2015,45,2210,American coot,108598
2015,45,9991,Pond,556741
2015,46,1320,Mallard,366072
2015,46,1350,Gadwall,229606
2015,46,1370,American wigeon,10462
2015,46,1390,Green-winged teal,20515
2015,46,1400,Blue-winged teal,458970
2015,46,1420,Northern shoveler,105112
2015,46,1430,Northern pintail,95085
2015,46,1460,Redhead,66641
2015,46,1470,Canvasback,21372
2015,46,1499,Generic scaup,80762
2015,46,1500,Ring-necked duck,13461
2015,46,1519,Generic goldeneye,0
2015,46,1530,Bufflehead,1264
2015,46,1670,Ruddy duck,58201
2015,46,1720,Canada goose,100951
2015,46,2210,American coot,51868
2015,46,9991,Pond,323984
